Venue Id,Reviews,User Id,Likes
39,Food is delicious and the staff are the nicest! That matcha shake tho. Great food and no animals had to be brutally murdered! 💚💚,5dfc41cd0fea5d00065858a2,21
40,"Ive gotten only a few things on the menu so far, but its been good. I highly recommend the 4 cheese melt its delicious. The place is very spacious, Place is pricey but good. Staff is nice too",583525032896a2502e972488,50
41,Top 10 bagels and lox in the city. Best option within a mile of TriBeCa hands down.,559190a9498ebdb8441d53a3,422
42,Guacamoles salad is amazing. Good service,5de5b931c8ca7d000630ccba,4
43,"Great coffee drinks (love the Espresso) and decent baked goods made on-site. I found it a little pricey in terms of value, but convenient location for those who work in the area.",588ddc619398ab38f2b7d6c3,468
44,"For brunch, the egg bowl and the egg sandwich are two solid choices. Ask for your egg sandwich on a biscuit to change it up. Recommend the kale and chickpea fries (steak like fries with spicy aioli).",5a01cdbf0d2be70cdc89550f,537
45,"The only Laotian food in Manhattan, and its great. Spare ribs, crispy coconut rice with lime sausage, bone marrow with steak tartare, and pork curry noodles. Equally good for a date or a group. ",53d58ec1498e1f4141eccfa1,404
46,"Amazing chicken, amazing fries, amazing sauces. What more could you want?",596c004973fe25511d74ecfd,58
47,"Amazing!  Start with delicious samosas, which are  triangular turnovers filled with potato and green peas. An entree of tender lamb chops, and chocolate lava with rose petal ice cream for dessert!",55c0eda6498eda451ce0b496,97
48,The Croque Monsieur at this place is the best thing ever!!,5ba643f204d1ae002cfbda9b,51
49,"This place is the bomb. Their kimchi jjigae is authentic, even tastier than ones in Korea. Their side dishes, green pepper is also very delicious. Price is reasonable. Definitely recommend it!",56a0e390498e5051ae3c1fc2,111
50,"This uptown cult favorite for sushi has come to TriBeCa. The wait is well worth it once you try specials like the Futomaki, a cut-up roll with grilled eel, egg omelet, crab stick, and vegetables.",516722e6e4b0ef8113e6f430,135
51,Kiss in Capri Sandwich for $10 is very good. Bread is delicious.,5d137b9c6dfc0f0023aff45b,18
52,"Mm whats the word Im looking for .. unrefined? Its the sloppy American version of a French delicacy. Taste is 4/10, presentation is 7/10, and variety is lacking.",5952e2c7791871277cf20bd1,46
53,"Typical American bar, whet they serve nice foods and beers. Staff are very friendly and helpful with foods selection. Try their wings or burger and you wont regret.",51fec326498e91fb6a7e1486,269
54,Chicken Caesar salad is delicious ! Cute package design as well,5ae4b6b310b30300258c6776,11
55,"Excellent authentic Italian food. Small ,cozy great ambiance. The owner and the staff are very friendly. Highly recommend , the prices are great. We had an amazing time 😆",5876f8ce04ab1a157857964f,54
56,Overpriced but worth it since everything is relatively fresh. I eat here all the time and never had anything bad. Very friendly staff.,4f64391ae4b045fbd38832dd,236
57,"Good eatery. You can dine in or out. Great part is that they have Pure Green for juicing, a coffee bar, salads bar, and some Asian cuisine. Its very clean and the workers there are very nice.",5cb5c5f24f0e58002c474cfe,169
58,"Good breakfast, very efficient and quick service. The sausage was delicious. They serve all day long breakfast!",5b3f9056fdb9a7002c94fabc,49
59,"Brisket, carne asada, carnitas, pescado..  so many good options for tacos, burritos and quesadillas. Great homemade salsa too.",5d20d29db9ddf30023154a19,6
60,Great vibe and an awesome happy hour! The only drawback is that its perpetually cold inside - winter and summer.,5b74925f2aff310039197e03,24
61,My favorite poke place in the area. Service is always quick and people who work there are very nice. Very fresh ingredients.,5ab807060d8a0f31403beaad,68
62,"Best saag paneer in fidi. And their manager is so sweet, lets me use card under $10 :)",5338931f11d2cfa327adfe6a,29
63,"I always go for the House Combo on a hero, delicious. Careful of the buffalo chicken, pretty darn spicy if youre by prepared. Nicest owners in the area too btw :)",50df4a39e4b070c02835ac92,33
64,"Am so excited that theres finally one open close to where I work! This food is my favorite and worth the wait in line, the lamb dumplings and sour hawberry tea being my go-to order.",5c546c4f598e64002ce8f602,36
65,Everything that I have tried is amazing!  The favors perfect!!!,5ba92d5a66fc6500398a808a,22
66,"An affordable, casual option in what can be a pricey, fancy neighborhood. The California panini includes guacamole, turkey, cranberry sauce, and cheese. A choice of salad or fries. A good portion.",557b4dc6498ee9d1977a36c0,94
67,"A+ Italian food! Trust me on this: my moms side of the family is 100% Italian. I was born and bred to know good pasta when I see it, and Ecco is one of my all-time NYC favorites",5ab1cb46c9a517174651d3fe,29
68,"Get the eggplant slice and dance to 90s dance music and freestyle ., they just dont make it like this anymore .. Both the pizza and the music .. This place rocks !",52162ef111d255d8bb655493,67
69,The Isubuki ramen (a shoyu-style variation on their classic Kagoshima ramen) was delicious! I finished my bowl in a matter of minutes and wanted to eat more.,59e546dfbed4830ee3d8afae,31
70,Bad,1a21ab1c498e411929349f40,0
71,I am completely addicted to this place. The soup 🥣 is amazing. Crab 🦀 Bisque is the best.,5c96bec3e96d0c002c5e597b,62
72,Tomato sandwich and ginger shot amazing,5c8e8100c0af57002c8c9c23,8
73,"Cut, in the #DowntownNewYork #FourSeasons, has an awesome barrel-aged #Manhattan. Rich flavor, with hints of orange.  The New York counterpart to the Manhattan @alliumchicago.",5904bda082a7500735d8c4d5,67
74,"One of those places where you can find good above average food but where theres a misunderstanding about the meaning of good service, so you rather leave as soon as the food is done...",59b2eeb109e283486780417f,75
75,"Open 24/7...Dunkin Donuts offers delicious coffee and espresso, cool, delectable donuts, sandwiches and more...Dunkin Donuts is located on Balcony Level C1 in the Fulton Center zone.",588e4bbc5e56b4370f9bf6bd,7
76,"Dont come during lunch time during the week. Its packed. Line moves fast though. All other times, plenty of seating.",50b2473ee4b0036cfb71cc9e,119
77,"Go with a large group so you can try everything. The beef rib is hands down the best item on the menu. Food is okay, a lot of the meats are quite dry. Atmosphere is very cool and trendy.",5bd699f2037be1002c966f76,26
78,Bad,1a21ab1c498e411929349f40,1
79,"Delivery/pick up only sandwiches also salads, soups, and sides and the menu changes pretty much weekly. Find them on Seamless or GrubHub, call, or walk into the kitchen on the 2nd floor at 57 Murray.",51ed660c498e0634d0325260,16
80,Bad,1a21ab1c498e411929349f40,3
81,"One the best places for a breakfast in NYC. Seriously, Ive been to so many top rated places, but this one is simply brilliant. Cheap, yet very delicious.",599d717b7dc9e11e932560af,19
82,The Schwarzenegger with a side of veggies...  Surprisingly good and kept me on my macro targets.  Im going to try to lower carb dishes next as I lean down for the summer...,5720e435498ee2ab5c091c8e,18
83,"Show us your check-in to receive a complimentary beer, wine or soda w/ purchase of an entree. Follow us @tjbyrnesbar or Like us on Facebook for more deals. Thanks for visiting TJs!",559305f0498ee8de03a42d8e,27
84,"$9 special is three dishes, rice, and GIANT naan. Saag was good although oddly sweet. Skip the cabbage. Sweet lassi ($3) was delicious and didnt make it the four block walk back to my office.",519bd931498e2d90daad6b25,20
85,"Good tasting, inventive food and great vegetarian options in a cute little restaurant tucked away in a hotel (you usually need to go through the hotel entrance to get in). Super nice owner and staff.",5d71a0e799438a000cd6e863,7
86,Really good food. Get an avocado sandwich. Worth every cent.,54f245a3498ed2d23f0e08ab,7
87,"One of the better diners in the NY area. Excellent prices and great service! The food.... Its from a diner, so its awesome!",5425dc81498efb11632d89d0,63
88,They give you a hard time over the phone but the pizza is worth the hassle,51a2a987498ef54bf401ab63,5
89,Night shift does a great job making your food instead of just carelessly dumping ingredients as Ive experienced at other Chipotles.,512826c7e4b0edd34e0ae1e6,88
90,One of my coworkers claims he got food poising twice from eating here but I dont believe a word of it. The grilled chicken sandwich and wraps with brie made ready to order are a superb choice.,591251a73fcee87633d541ba,23
91,Bad,1a21ab1c498e411929349f40,2
92,"A Scandinavian meal means saving room for desserts, like a rich creme brulee mildly flavored with cardamom ($8) and a plate-size Swedish pancake ($10) topped with a mound of whipped cream and berries",53dce75e498e833d3c858fe2,200
93,Poke and bubble tea! Small cute place,5cf05d0c9e3b65002ce796b3,10
94,Awesome experience at this great new Indian restaurant in an upscale environment. their food quality and service are both amazing and liked all the interesting options and their modern take on food.,58858a9e5e78964248771765,156
95,chicken paitan with tomato. and the rice ball with cheese! and the matchadoodle for dessert (pictured),5740fa30498e2dd2295b6d28,351
96,"Omakase + hip hop playlist. Great spot. Faves: toro, black truffle sesame noodles, seared wagyu with foie snow",59893cf1e96d0c6b7a7d4532,152
97,Pork banh mi is my favorite in town and has to be one of the top values around. Off-menu kale soup is delicious.,5827a2d9b4ddb3469e43c5b0,171
98,"Its ok, high quality and tasty but not interesting menu. A bit pricey but good to have an option here. Viva Civic Center!",5be5dba2a22db7002b6d4ad7,44
99,"Trendy bistro by chef Corey Lee. Top notch food, great ambiance and impeccable service. Definitely try the Sea Urchin. Nice wines to accompany your food and open for drinks till late.",55ee1131498e28f7717053b8,375
100,Brunch in the light-filled restaurant showcases sumptuous carnitas; weekday lunchtime focuses on tacos ladled with chicken tinga or stewed pork.,5b0eb8f25455b2002c0809bd,316
101,Food is high quality with dishes you demand and many uncommon and exotic specials. They bring the heat with spice by default which I appreciate. Veggie red curry for me and I was pleased.,5a0b62ec23a2e667cd03ae48,370
102,Very lively and yet very cozy to go on special occasions. I have been here 2 times and both times for late night desserts. Delicious deserts and pair them with wine recommendations.,5550b777498ed5215bc003b3,676
103,Such a friendly staff with excellent selection...why not get fresh...you shouldnt be eating too much bread anyway!,50cba760e4b0a8af7ebee96c,39
104,Place has bomb food and a great tea and coffee selection. Neatloaf sandwich was nice. Almond Teeccino was superb.,52a10bd011d2966a6d86700c,153
105,Always the best French casual bistro. The burger and baked Camembert are to die for. Go there late on Saturday nights.,5158a2e9e4b03ece56a486dc,467
106,"If you want to get some work done off the grid, this is your place. Good coffee, wifi, silent atmosphere, nice people. If only they had some seats other than stools.",5515e87e498e445b94a6d2bb,65
107,"This place is unbelievable. The food changes with the seasons, and Chef Kim does an incredible job finding the right mix of savory staples and unique concepts. Also, the cocktails are top notch.",5dc846c67d61d200067c1053,65
108,"Lively, delicious addition to an already great part of SF. Most items are meant to be shared with plates being small. Everything is delicious. Dont expect a quiet meal. Space makes it loud but fun.",59809fce002f4c0ca30f5ae1,348
109,"A lovely spot on a sunny day and lovelier still when its gray. Do not miss the Bibimbap! WiFi password (for now,anyway): eathereoften",5af76cc50fe7a02bb3c5b8c4,243
110,"California burrito is so good, and I think I might like it more than the burritos in the Mission 😮",5b3fd511b04056002c96063e,35
111,"In the back of Cala, off the alley, youll find Tacos Cala. Authentic Mexico City-style tacos with a bit of a gourmet twist. I typically hate fancy tacos, but this place is on point.",593ae9c79cadd9030943cd44,86
112,"Favorites: **Golden Rolls, Mamas claypot, Lemongrass Deluxe, Crispy Cauliflower, Spicy Sweet Potato Curry Tip: Eating in is even better than ordering out from this place!",5bbdab95514a3900325e01ad,95
113,"Everything you need for a hangover-stopping weekend meal: their shrimp and grits is the stuff dreams are made of, the choice of crawfish, Granny Smith or straight-up chocolate beignets cant be beat.",53deb251498e96557ff50f4b,1184
114,"Best, most authentic North Indian food Ive had in SF (or the US for that matter). Every dish is super tasty -  be sure to wash it down with the masala chai and save some room for the Gajar ka Halwa",5811684438faf23955150a13,76
115,"Perfect hash browns, and cool interior. The staff here are so attentive and sweet.",54ea3b5b11d2aaaeb993a667,486
116,Very friendly staff who gave me a free sample of the super buttery corn bread bite that typically comes in a 6-pack bag. Other pastries are either baked in-house or are from firebrand.,56bf44d6498e0dfce2277f6f,100
117,Delicious poke bowl! 1/2 brown rice + 1/2 salad + salmon + tuna + sweet chilli = nomz😊 I normally eat a lot but medium is too much for me. You might want to order small if you are not super hungry.,57c548b6498e9ef1fd99dbd3,77
118,Really tender and juicy rotisserie chicken in a fast casual setting,5933817f35dfa7189493d858,206
119,Seriously the best veggie burger I have had. Their fresh handmade patties are delicious and team it with their authentic burgers its delicious. I had the brunch burger and I would go back tomorrow,550ef5a4498ead20d21a2b0d,219
120,"Delicious, fresh sushi. Nice, fun sushi chefs. Omakase price changes based on the menu. Prices are definitely “cheap” compared to other omakase in the city. Reservations recommended.",5da52f31e9078c00061950d3,69
121,"Really tasty pizza, made in wood oven",5cb28bfe894eac002c3e90e0,18
122,"Great atmosphere, attentive staff, and flavorful food. Portions are big, enough for a second meal. The side of guac was massive, too. Food presentation was also nice - complete with edible flowers.",53f31f22498e5963ca062427,309
123,Great lunch spot to grab one of many bagel sandwiches (the smoked salmon is awesome). Tasty coffee too. Worth the stroll from busy Hayes Street.,5a7107dcc530933f90059ba9,110
124,"Grab a bite at the undisputed king of Vietnamese sandwiches, where lunch can still be had for mere pocket change. BBQ Pork is the standard order here (splurge for the combo with a slathering of pâté).",542f0c61498e922e2a071fed,431
125,"Its a modest little stand, not unlike the hawker stands in southeast Asia, and there are a handful of counter seats and take-out is available.",552c0eb0498ef86f3b848f43,92
126,Place is small! Try going before 12 to beat the rush! Sashimi bowls are great value.,5ca76e2592e7a9002c369ad3,13
127,"I eat here at least three times a week. Food is good, nice portions, service and staff are great. Big tip for visitors attending the show next door at the theatre. Please plan ahead it gets very busy.",5b0c0f0ea8eb60002c8bbf43,136
128,"When you want something cheap and delicious, I always go here. Get a roll for 1.50 and an ice coffee for under 4 bucks. Then you can head to the condiments able where you will find nutrlla olives etc!",4eed259a29c28028de7b884f,334
129,"Mild Thai food with mock meat. Light in oil and spice. Green curry, pad see ew best. Skip papaya salad and Thai Idea Duck.",5b7ec5201fa763002c76794b,103
130,"Hard to go wrong with anything there, but I love the Med salad",504fa66ae4b030e87a71d043,10
131,"Fantastic otoro, uni, and other shashimi. Skip the A5. Not as good as other places in the city. Overall the sushi was great but the service is horrible. Seating late, serving entrees before appetizers",5e52bff79b9e0c0007eba9bb,13
132,"Türk ve Yunan restoranı, yemekler gayet güzel, hizmet çok kaliteli tavsiye ederim.",5c08791961e53b003950919f,5
133,Standard cafe open for breakfast and lunch. Very nice cashiers,54af29df11d239dadd8bac7d,5
134,I come here when Im in the mood for a flavored (hazelnut) latte made with excellent espresso. Cute little joint in the heart of Lower Polk.,558f6000498eb0e3468961ce,34
135,"Super tasty, their cart is next to Rituals on Fridays and next to Blue Bottle two other days a week",4e29c9f718a80bb05845f810,10
136,No vegetarian savory options :( but the sweet ones are great!,539d162211d25f9ab5794c8e,5
137,"Sam has the best market in Hayes Valley. Grove Street Market features fresh deli sandwiches and a decent selection of beer, wine, and liquor. My favorite is when Judge Judy is on the TV.",53ebefad498e065550c2d24d,8
138,Bad,1a21ab1c498e411929349f40,1
139,"Amazing Bagles. You wont always get exactly what you ordered, but the mistakes taste awesome nonetheless...",57c0771bcd100a9f7635ec1d,4
140,Super pricey. Id skip this and go to the next coffee shop; I just happened to get rerouted this AM from my usual. Try Coffee Smith nearby instead.,524edc4511d2cdde43778cd7,0
141,Ask for halal pizza here. Almost everything is halal. The chicken wings is not halal. The price varies from $3 - $5,55ca56cc498ec7d6f08dccd1,12
142,Staff is super friendly. The store replaced the old Philz location on Van Ness.,5ccb3e1d82a750002c15959f,3
143,Bad,1a21ab1c498e411929349f40,4
144,Bad,1a21ab1c498e411929349f40,4
145,Bad,1a21ab1c498e411929349f40,3
146,Bad,1a21ab1c498e411929349f40,6
147,Bad,1a21ab1c498e411929349f40,4
148,Bad,1a21ab1c498e411929349f40,1
149,Bad,1a21ab1c498e411929349f40,1
150,"Lord the Lobster Mac and Cheese sent us to Heaven! They pulled out the red carpet for our anniversary and made us feel special. The Stoli Doli, the food, the atmosphere, everything, was great!",570aec50498e59a08a240cff,96
151,I LOVE THIS PLACE. Super cool concept and AMAZING dishes and pizza. Half price wine on Sunday. Scored a good bottle of wine for $8. #sundayfunday #bringvapianotoraleigh,550a420c498e4116b9a8b6da,208
152,"Love this place, highly recommended! Great atmosphere and I loved every plate that came out. As a Charlotte first timer, I recommend this place as a must go if youre into tapas.",50f22615e4b0afae2043970e,236
153,"The Ritz-Carltons version of brunch includes a Lobster Cobb salad, jumbo shrimp cocktail and brioche french toast. Omelet station for the eggheads.",5501e540498ebafe288d18ee,56
154,"So, this place is AMAZING. Chef Travis is a one of kind Chef, whose priority is his customers and their happiness. The burgers and tacos were superb. Sweet potatoe tots were an experience!  A+++",5a87a7f64c9be63cfbd3f22d,161
155,One of the best Italian restaurants in Charlotte. Had the eggplant parmigiana and the cavatelli. Both were amazingly delicious. Cavatelli was handmade and it is definitely the signature dish of Aria.,5c81b7be2619ee002ced3e29,85
156,"Enjoyed everything I tried. Merguez sausage, cheese grits, & shrimp and clams, excellent. An outstanding addition to the CLT Uptown scene.",57eb412e498e70623afba8d5,33
157,"Got the Samosa crepé- super delicious! Love the inventive flavors. My partner got a Thai themed one that was also nice, but we both thought mine was better.",5d051b340ed9da0030a32e55,53
158,"I get something new every time and I always love it even more than the last thing I tried! The tilapia was great, Pad Thai is an oldie but a goodie, and any of the rice or noodle bowls are great.",554823a0498ea7efdea4dcf0,112
159,"Good ambience. We ordered drink, fried peppers and fish & chips. Fish is a BIG fish piece with chips. Awesome. Fried peppers are good too. Been there couple of times. Love to go again.",53efd15d498ee8caccae86c7,283
160,"I had a petite filet & added BBQ crab at the suggestion of our waitress Laura Beth, it was heaven in my mouth! The timing & ambience were absolutely perfect. A great start to an amazing evening!",534f065c11d21c8aa7906aa7,85
161,Fantastic pizzas!!!!  Just tried the chopped salad +++++ the dressing are the best (they have the good ranch!),51f6bd24498e8b4fce62aefc,30
162,"Steak is excellent and you will never leave hungry. Allot yourself enough time to enjoy everything. The salad bar, while great, is a trick to get you to eat less. Skip it...except the vegetable soup.",57e07f9a498e92928a40d2dc,153
163,It was so delicious .The Mac and cheese was perfect for me nice amount of cheese.The chicken leg with the bbq was divine.The bbq is homemade and you will taste it too . The drinks are a little pricey.,5723c4b2498eaecb7cf25e65,90
164,"Coolest coffee space that I have been in. There is a lot of seating, coffee is good, and the attention to detail in the design is fantastic. This will be a go-to study spot for sure.",57c36d45498e447b28c2f47e,37
165,"Nice place for a Sunday brunch! Interesting decor and good, affordable menu options. Make a reservation on OpenTable to avoid waiting.",50284ae9e4b02355882d891b,212
166,"Restaurant perfection that helps a great cause. Clean, elegant, gourmet, locally-sourced, AND affordable?! Fried chicken was lightly breaded and delicious.",57d906b4498ea040b5c861a4,98
167,"Even if the line looks long, dont worry, they can keep up.",56662e29498efc414e31fe32,16
168,Bad,1a21ab1c498e411929349f40,9
169,"Bone in ribeye steak is excellent, mac and cheese with cheddar is out of this world. Very nice atmosphere and service is outstanding.",5ab44983c9a5171746155de7,47
170,Great coffee in a small space. Only strike against it for me is the awkwardly tall stools. Wi-Fi password is “222NJC**”. Theres an outlet or two available if you really need one.,5c9a60dea5a315002c40bae3,40
171,"Shrimp Jalapeño Bacon TacosListen, ""Grilled shrimp with jalapeño bacon, a blend of cheeses, cilantro, pico de gallo and mango habanero salsa."" #Delicious served with black beans and rice.",54c060b4498ec3f676899831,137
172,My #1 tip: Eat at Johnny Burritos - as often as possible. My #2 tip: Leave the burrito in the foil and peel as you go - like a banana.,5214ec3411d27d3860485133,25
173,Sushi is amazing and so are the mixed drinks. I love going midday. Its super quiet!,5d0ea931442332002357426a,45
174,jalapeño marg is the way to go,54e8ba6f498eb711e056fcae,24
175,Gotta beat the lunch rush. Youre looking at a 30-40 min wait if you go after 12pm. Lamb on rice is delicious.,58a2000d9343e04844a250fd,5
176,Heard it was the best in Charlotte and it was pretty damn good.  Friendly service and romantic and proper interior. Sampled all apps and Rigatone  Buttera was DELICIOUS.  Also try the calamari.,5079a2b0e4b0e94247636dfd,19
177,Finally found a place in Charlotte that makes sandwiches the way i like em.,4d581d8392326ea81b3a62c0,16
178,"If you are not dipping your fries with mayo, then you are not eating it right!",5c65aa6cd3cce80039213e08,17
179,"The Yo-Ga is a winner! Strawberries, blueberries, and raisins make this organic yogurt and granola simply delicious!",515c249ce4b0041056a64bdb,7
180,"Great food at an affordable price. Definitely a true taste of the south! Free parking (up to 2 hours) at the Holiday Inn next door. Just give your parking ticket to your server and they will ""comp"" it",5113bb93e4b0f9017fa94363,168
181,"Excellent bar! Best beer garden in Charlotte and open late into the night. And thy were playing Strokes, win!",555c1c86498e6fdd47d1a29e,124
182,"There are entrees on the menu, but do yourself a favor and go tapas, the more the better. The Pimientos Rellenos are super tasty.",52a2348e498e1984ed06fb43,24
183,"We had a negative experience there earlier this month, but the manager really stepped up to the plate and has invited us back for a complimentary dinner! Kudos for excellent customer service!",5c13bb8a0d2be7002cb2ffe5,18
184,Bad,1a21ab1c498e411929349f40,0
185,Chicken salad,5c48b434872f7d0038c32a9c,7
186,Amandas cocktail program is AMAZING - one of the most underrated cocktail bars in the city. Settle in for a few drinks and let her take you on a tour of the menu - you wont regret it!,5968cd343af98832207f2200,35
187,The ravioli is delicious! And the flatbreads are large enough to fill you up!,5a811265dd70c5305aa81a49,41
188,"Steak is amazing, and expensive. Expect to pay at least $200 for 2 people. Is it worth it? Yes. But the place bleeds upper class vibes. Id rather go somewhere that doesnt take itself too seriously.",586754318cb34e16e9a246a9,39
189,"Amelies is always a unique place to visit in Charlotte. Besides the coffee and pastries, Im glad they have beer and wine at this location. Drawback: spotty wifi (even when no one is there).",573c9a51498e8ddcb2cfc5f3,184
190,"Go on Mondays. $5 for a burrito, unlimited chips and salsa plus a drink. Moe Mondays!!!",4fae6bdce4b0c824b8905d80,41
191,"The bottled cocktails are so unique. Trust these bartenders: every drink is fabulous. The Smoked Whiskey Sour and the Japanese Highball are delish, and the speakeasy vibe takes you out of reality.",5b2fd250f4b525002c59c7d0,44
192,"Try the zucchini garden pasta. A low cheese, no meat tasty and healthy alternative served with delicious foccacia bread. Dont forget to sprinkle some salt and pepper.",51c9cf3f498e0f3fd8c923ea,39
193,Fresh food...good variety,567c4c8c498e045d6ba11908,6
194,Great late night pizza. High quality ingredients on a value priced pizza. Fast and delicious!,5a35fff5ff19027e018f6c81,14
195,fine dining on the 27th floor of the Charlotte Plaza building; ask for a booth facing the windows for a great view of the city; order the Chateaubriand Bouquetiere for a special occassion,5b688912ba57b4002c34a167,24
